town,salesprice,lotarea,AC
PEOSTA,412000,43996,Yes
PEOSTA,344000,191664,Yes
DUBUQUE,350000,22656,Yes
DUBUQUE,65000,33541,unknown
DUBUQUE,464900,38782,Yes
DUBUQUE,71500,25584,Yes
DUBUQUE,110000,103411,unknown
DUBUQUE,71500,43557,unknown
DUBUQUE,0,33541,Yes
DUBUQUE,65000,62291,No
DUBUQUE,48000,64033,Yes
DUBUQUE,320000,67518,Yes
CASCADE,140000,9450,Yes
PEOSTA,18370,99970,Yes
ZWINGLE,175000,450846,Yes
DUBUQUE,102000,36329,Yes
NEW VIENNA,114000,10206,No
DYERSVILLE,175000,12474,Yes
DYERSVILLE,106000,5750,No
DYERSVILLE,412000,14400,Yes
DYERSVILLE,152500,8052,Yes
DYERSVILLE,335000,28450,unknown
DYERSVILLE,216000,6250,Yes
DYERSVILLE,38000,12880,unknown
DUBUQUE,133000,31712,Yes
unknown,64000,19602,unknown
DUBUQUE,64000,34848,No
DUBUQUE,105000,14810,No
DUBUQUE,52500,60592,unknown
DUBUQUE,555000,78991,Yes
DUBUQUE,126000,13009,No
DUBUQUE,126000,12000,Yes
DUBUQUE,23000,5000,No
DUBUQUE,110900,5000,Yes
DUBUQUE,32500,4250,No
DUBUQUE,72000,5088,Yes
DUBUQUE,102000,5000,Yes
DUBUQUE,111900,5000,Yes
DUBUQUE,50000,4500,No
DUBUQUE,38000,1768,Yes
DUBUQUE,135000,4416,No
DUBUQUE,135000,3398,No
DUBUQUE,134000,13065,No
DUBUQUE,129900,9324,Yes
DUBUQUE,50000,7500,Yes
DUBUQUE,104900,0,Yes
DUBUQUE,2.00E+05,17050,Yes
DUBUQUE,85000,7360,Yes
DUBUQUE,186000,15228,Yes
DUBUQUE,283500,0,Yes
DUBUQUE,151000,2000,Yes
DUBUQUE,150500,2000,Yes
DUBUQUE,332500,7475,Yes
ASBURY,279900,29172,Yes
DUBUQUE,235000,10980,Yes
ASBURY,53000,10784,Yes
DUBUQUE,137000,1638,Yes
unknown,325500,5,unknown
DUBUQUE,325500,10942,Yes
DUBUQUE,310000,12793,Yes
DUBUQUE,288500,31050,Yes
DUBUQUE,177500,12240,Yes
DUBUQUE,151000,6360,Yes
DUBUQUE,137000,7490,Yes
DUBUQUE,245420,7496,Yes
DUBUQUE,37900,8253,unknown
DUBUQUE,150000,10620,Yes
DUBUQUE,116500,9916,Yes
DUBUQUE,255000,11016,Yes
DUBUQUE,77500,9000,Yes
DUBUQUE,0,10000,No
DUBUQUE,113000,6408,Yes
DUBUQUE,84000,5700,Yes
DUBUQUE,123000,5000,Yes
DUBUQUE,42500,5253,No
DUBUQUE,111000,8650,No
DUBUQUE,15900,4500,No
DUBUQUE,102000,6780,Yes
DUBUQUE,40000,2500,No
DUBUQUE,53100,9750,No
DUBUQUE,13500,3260,No
DUBUQUE,27000,2280,No
DUBUQUE,115000,2150,No
DUBUQUE,115000,2150,No
DUBUQUE,20000,4316,Yes
DUBUQUE,150000,4664,Yes
DUBUQUE,20000,4720,No
DUBUQUE,40816,2600,Yes
DUBUQUE,20000,3525,Yes
DUBUQUE,89500,3360,No
DUBUQUE,158000,10000,Yes
DUBUQUE,150000,12540,Yes
DUBUQUE,137500,12420,Yes
DUBUQUE,109000,4400,Yes
DUBUQUE,220000,10500,Yes
DUBUQUE,205000,0,Yes
DUBUQUE,180000,6800,Yes
DUBUQUE,121000,8760,Yes
DUBUQUE,285000,10600,Yes
DUBUQUE,14285,6480,unknown
DUBUQUE,14285,6800,Yes
FARLEY,83500,8712,Yes
EPWORTH,90000,6767,No
PEOSTA,650000,33649,Yes
unknown,650000,31200,unknown
PEOSTA,250000,14400,Yes
PEOSTA,325000,44431,Yes
DUBUQUE,69900,20000,unknown
DUBUQUE,89000,34151,unknown
CASCADE,140000,8400,Yes
LUXEMBURG,131800,11040,Yes
HOLY CROSS,185400,90169,Yes
SHERRILL,140000,23500,Yes
SHERRILL,106000,13068,Yes
SHERRILL,275000,49223,Yes
DYERSVILLE,141500,10833,Yes
unknown,140000,20038,unknown
DYERSVILLE,140000,138521,Yes
DYERSVILLE,69700,7590,Yes
DYERSVILLE,124000,8052,No
DYERSVILLE,138000,8052,Yes
DYERSVILLE,182000,63598,Yes
EPWORTH,250000,43560,Yes
DUBUQUE,250000,43560,Yes
DUBUQUE,239900,40946,Yes
DUBUQUE,321500,76230,Yes
unknown,48500,102366,unknown
PEOSTA,130000,44083,No
DUBUQUE,52500,43691,Yes
DUBUQUE,477000,43560,Yes
DUBUQUE,228000,8224,Yes
DUBUQUE,48000,29375,unknown
DUBUQUE,203000,8806,Yes
DUBUQUE,131500,7920,Yes
DUBUQUE,59000,5000,No
DUBUQUE,74000,3700,Yes
DUBUQUE,112500,5000,Yes
DUBUQUE,98000,5000,No
DUBUQUE,87000,5000,Yes
DUBUQUE,67000,6000,No
DUBUQUE,34900,2550,No
DUBUQUE,26600,4500,No
DUBUQUE,66000,2000,Yes
DUBUQUE,26100,6708,No
DUBUQUE,105000,6572,Yes
DUBUQUE,68850,8112,Yes
DUBUQUE,124000,4676,No
DUBUQUE,205000,21535,Yes
DUBUQUE,128000,6760,Yes
DUBUQUE,97000,47045,Yes
DUBUQUE,129900,43255,Yes
DUBUQUE,141500,6200,Yes
DUBUQUE,136500,7630,Yes
DUBUQUE,257000,0,Yes
DUBUQUE,73131,7280,Yes
DUBUQUE,396552,10315,Yes
DUBUQUE,318797,10587,Yes
DUBUQUE,296000,11850,Yes
DUBUQUE,59500,27454,No
DUBUQUE,151500,7370,Yes
DUBUQUE,119900,7722,Yes
ASBURY,6.00E+05,479160,unknown
DUBUQUE,260000,7700,Yes
DUBUQUE,111251,7000,Yes
DUBUQUE,135000,14000,Yes
DUBUQUE,207500,8680,Yes
DUBUQUE,1245000,60113,unknown
DUBUQUE,150500,6400,Yes
DUBUQUE,131500,7300,Yes
DUBUQUE,150750,8250,Yes
DUBUQUE,180000,0,Yes
DUBUQUE,164000,9120,Yes
DUBUQUE,151000,13650,Yes
DUBUQUE,241000,10200,Yes
DUBUQUE,160000,9270,Yes
DUBUQUE,70000,10508,No
DUBUQUE,127500,13140,Yes
DUBUQUE,95000,7331,Yes
DUBUQUE,45000,2200,No
DUBUQUE,45000,2000,No
DUBUQUE,116000,10300,No
DUBUQUE,116000,9900,No
DUBUQUE,35000,9700,No
DUBUQUE,46000,2500,No
DUBUQUE,46000,2500,No
DUBUQUE,48000,2720,No
DUBUQUE,60000,5100,Yes
DUBUQUE,76500,2500,Yes
DUBUQUE,38000,1600,No
DUBUQUE,38000,1900,No
DUBUQUE,174500,5000,No
DUBUQUE,70000,5787,No
DUBUQUE,106000,5439,No
DUBUQUE,106000,5439,No
DUBUQUE,381500,3990,No
DUBUQUE,135000,7728,No
DUBUQUE,35000,4440,No
DUBUQUE,107000,6417,No
DUBUQUE,175000,5936,No
DUBUQUE,122000,11280,No
DUBUQUE,122000,13089,No
DUBUQUE,29000,3290,No
DUBUQUE,57000,1376,No
DUBUQUE,97000,1168,Yes
DUBUQUE,86000,9750,Yes
DUBUQUE,175000,14000,No
DUBUQUE,115000,8700,Yes
DUBUQUE,143000,7200,Yes
DUBUQUE,76000,4400,Yes
DUBUQUE,102500,7290,Yes
DUBUQUE,151000,9350,Yes
DUBUQUE,105000,8750,Yes
DUBUQUE,135500,7150,Yes
DUBUQUE,131000,6720,Yes
DUBUQUE,146000,12430,No
DUBUQUE,136500,8050,Yes
DUBUQUE,152000,7650,No
DUBUQUE,125000,3600,Yes
DUBUQUE,66500,31000,No
DUBUQUE,67500,37848,Yes
DUBUQUE,230000,79786,Yes
DUBUQUE,599000,0,Yes
DUBUQUE,82000,9750,Yes
DUBUQUE,134000,9000,Yes
DUBUQUE,14285,6480,unknown
DUBUQUE,14285,6480,unknown
DUBUQUE,14285,6800,Yes
DUBUQUE,14285,6800,Yes
DUBUQUE,2.00E+05,14742,Yes
DUBUQUE,122000,8400,Yes
DUBUQUE,102500,13871,Yes
DUBUQUE,169000,5280,Yes
DUBUQUE,94000,6850,Yes
DUBUQUE,122500,6650,Yes
DUBUQUE,157500,8004,Yes
DUBUQUE,77500,9448,Yes
DYERSVILLE,296500,58806,Yes
DYERSVILLE,110000,9300,Yes
FARLEY,375000,202118,Yes
EPWORTH,58000,13050,No
EPWORTH,90000,31165,unknown
EPWORTH,274250,11475,Yes
EPWORTH,205000,12155,Yes
PEOSTA,187000,20790,Yes
PEOSTA,395615,42900,Yes
PEOSTA,56000,32944,unknown
PEOSTA,41000,8400,unknown
PEOSTA,250000,14400,Yes
unknown,54900,15275,unknown
PEOSTA,62000,10328,Yes
PEOSTA,62000,7168,Yes
unknown,45000,45302,Yes
unknown,5000,46174,unknown
PEOSTA,261836,40075,Yes
DUBUQUE,472000,41818,Yes
DUBUQUE,450000,20000,Yes
DUBUQUE,55000,11721,Yes
DUBUQUE,65000,21291,Yes
DUBUQUE,263000,58370,Yes
PEOSTA,220000,207781,Yes
CASCADE,95000,3600,Yes
CASCADE,95000,9000,Yes
CASCADE,189000,16800,Yes
CASCADE,160000,0,Yes
CASCADE,260821,12350,Yes
CASCADE,229900,14400,Yes
ZWINGLE,32900,44867,Yes
LUXEMBURG,86571,8760,No
HOLY CROSS,110000,10000,Yes
SHERRILL,132000,45738,Yes
SHERRILL,275000,49223,Yes
SHERRILL,291000,50530,Yes
DUBUQUE,110000,112820,Yes
DYERSVILLE,95000,6600,Yes
DYERSVILLE,115000,3762,Yes
DYERSVILLE,160000,13000,Yes
DYERSVILLE,161500,9900,Yes
DYERSVILLE,131000,13600,Yes
DYERSVILLE,102811,10120,Yes
unknown,53000,58370,unknown
ASBURY,201500,85813,Yes
ASBURY,472598,46609,Yes
DUBUQUE,375000,230737,Yes
DUBUQUE,45000,43560,unknown
DUBUQUE,2.00E+05,13504,Yes
DUBUQUE,35000,62291,unknown
unknown,30000,47480,unknown
DUBUQUE,385000,61855,Yes
DUBUQUE,557500,43560,Yes
DUBUQUE,44000,8394,Yes
DUBUQUE,80000,10000,Yes
DUBUQUE,67000,3700,No
DUBUQUE,131000,5650,Yes
DUBUQUE,115000,6200,Yes
DUBUQUE,29900,6240,No
DUBUQUE,26600,4500,No
DUBUQUE,35500,2600,Yes
DUBUQUE,15000,12325,No
DUBUQUE,195000,17578,Yes
DUBUQUE,77556,4600,No
DUBUQUE,112000,7800,Yes
DUBUQUE,112000,5200,No
DUBUQUE,128000,6760,Yes
DUBUQUE,167900,9450,unknown
DUBUQUE,167900,15330,Yes
DUBUQUE,129900,43255,Yes
DUBUQUE,171000,10000,Yes
DUBUQUE,113500,0,Yes
DUBUQUE,150000,6420,Yes
DUBUQUE,207000,6361,Yes
DUBUQUE,152000,2000,Yes
DUBUQUE,180000,6120,Yes
DUBUQUE,175000,22800,Yes
DUBUQUE,84000,6930,No
ASBURY,247000,15364,Yes
DUBUQUE,245000,14700,Yes
ASBURY,259050,13650,Yes
DUBUQUE,269500,10665,Yes
unknown,384000,11177,unknown
ASBURY,50000,10000,Yes
ASBURY,60000,20000,Yes
ASBURY,60000,9660,Yes
ASBURY,60000,9275,Yes
DUBUQUE,136000,33400,Yes
DUBUQUE,214000,12789,Yes
ASBURY,6.00E+05,479160,unknown
DUBUQUE,172500,9840,Yes
DUBUQUE,150000,12160,Yes
DUBUQUE,248500,6685,Yes
DUBUQUE,209199,9943,Yes
DUBUQUE,99500,0,Yes
DUBUQUE,205000,11216,Yes
DUBUQUE,236000,10200,Yes
DUBUQUE,57000,10000,No
DUBUQUE,144000,13020,Yes
DUBUQUE,164000,13952,Yes
DUBUQUE,115000,8249,No
DUBUQUE,27900,6222,No
DUBUQUE,55000,2925,Yes
DUBUQUE,59900,2907,unknown
DUBUQUE,55000,11440,No
DUBUQUE,80000,5400,Yes
DUBUQUE,125000,6000,No
DUBUQUE,52000,7613,unknown
DUBUQUE,36000,9450,No
DUBUQUE,50000,3800,No
DUBUQUE,19900,1971,No
DUBUQUE,76900,3404,No
DUBUQUE,85000,3034,Yes
DUBUQUE,84500,5300,Yes
DUBUQUE,175000,5936,No
DUBUQUE,90000,7137,Yes
DUBUQUE,57000,1376,No
DUBUQUE,18000,1710,No
DUBUQUE,109200,3120,Yes
DUBUQUE,89900,5775,No
DUBUQUE,111200,5217,Yes
DUBUQUE,47000,1608,No
DUBUQUE,47000,1608,No
DUBUQUE,143000,7200,Yes
DUBUQUE,59920,5700,Yes
DUBUQUE,59920,5000,No
DUBUQUE,15000,5729,Yes
DUBUQUE,142000,8800,Yes
DUBUQUE,183000,10374,Yes
DUBUQUE,148000,9170,Yes
DUBUQUE,239000,7410,Yes
DUBUQUE,98000,5800,No
DUBUQUE,315000,9968,unknown
DUBUQUE,315000,8900,Yes
DUBUQUE,225000,15400,Yes
DUBUQUE,132900,3045,Yes
DUBUQUE,162500,6700,Yes
DUBUQUE,68480,21522,Yes
DUBUQUE,49000,3562,No
DYERSVILLE,250000,48352,Yes
WORTHINGTON,129900,11346,Yes
WORTHINGTON,97500,6710,Yes
WORTHINGTON,147500,6204,Yes
WORTHINGTON,63000,8845,No
FARLEY,105000,7747,Yes
EPWORTH,90000,6767,No
EPWORTH,128000,6240,Yes
EPWORTH,205000,11712,Yes
EPWORTH,190000,11475,Yes
FARLEY,235000,16640,Yes
PEOSTA,46000,24900,Yes
PEOSTA,414700,24900,Yes
PEOSTA,322110,0,Yes
PEOSTA,198000,10800,Yes
PEOSTA,395615,42900,Yes
PEOSTA,353154,18492,Yes
PEOSTA,259900,40075,Yes
PEOSTA,41000,9975,unknown
unknown,54900,15275,unknown
PEOSTA,234000,15080,Yes
DUBUQUE,74000,105317,unknown
DUBUQUE,308900,9046,Yes
DUBUQUE,243500,9733,Yes
DUBUQUE,48000,8625,Yes
DUBUQUE,54900,7920,Yes
DUBUQUE,288450,7050,Yes
DUBUQUE,191000,57499,No
unknown,36000,45302,unknown
BELLEVUE,127500,11326,Yes
DUBUQUE,67873,44431,Yes
CASCADE,89900,7200,Yes
CASCADE,151000,12600,Yes
DUBUQUE,230000,179032,Yes
NEW VIENNA,62301,5751,Yes
unknown,117000,6678,unknown
NEW VIENNA,117000,9975,No
DYERSVILLE,92000,11026,No
DYERSVILLE,1.00E+05,3300,No
DYERSVILLE,107000,4960,Yes
DYERSVILLE,180000,11305,Yes
DYERSVILLE,117500,8906,Yes
DUBUQUE,185000,17860,Yes
DUBUQUE,460000,43560,Yes
DUBUQUE,290000,36400,Yes
unknown,30250,45302,unknown
DUBUQUE,170000,43996,Yes
DUBUQUE,150000,39204,unknown
DUBUQUE,365000,74923,Yes
DUBUQUE,118000,29185,Yes
DUBUQUE,11000,12400,unknown
DUBUQUE,11000,17000,unknown
DUBUQUE,79000,2500,Yes
DUBUQUE,70000,4032,No
DUBUQUE,27000,2580,No
DUBUQUE,78500,3600,Yes
DUBUQUE,32000,8000,unknown
DUBUQUE,32000,16000,No
DUBUQUE,52500,2144,Yes
DUBUQUE,131000,9750,Yes
DUBUQUE,131000,7700,Yes
DUBUQUE,65000,9486,Yes
DUBUQUE,165000,8880,Yes
DUBUQUE,129000,6106,Yes
DUBUQUE,15700,33454,Yes
DUBUQUE,249900,14000,Yes
DUBUQUE,120000,7630,Yes
DUBUQUE,140000,9271,Yes
DUBUQUE,145000,6930,Yes
DUBUQUE,248000,0,Yes
DUBUQUE,74001,12300,Yes
DUBUQUE,132000,8760,Yes
DUBUQUE,160000,7918,Yes
DUBUQUE,266600,6333,Yes
DUBUQUE,92501,6300,Yes
DUBUQUE,123000,7500,Yes
DUBUQUE,163500,6700,Yes
DUBUQUE,362500,36901,Yes
DUBUQUE,35000,5000,Yes
DUBUQUE,115000,5940,No
DUBUQUE,139500,5232,Yes
DUBUQUE,122000,4000,Yes
DUBUQUE,150750,7080,unknown
DUBUQUE,150750,7760,Yes
DUBUQUE,71500,5000,Yes
DUBUQUE,1.00E+05,6100,Yes
DUBUQUE,30801,6380,No
DUBUQUE,33401,5000,No
DUBUQUE,39000,6250,No
DUBUQUE,39000,6250,unknown
DUBUQUE,140000,6536,Yes
DUBUQUE,125000,14540,Yes
DUBUQUE,125000,3968,unknown
DUBUQUE,125000,18508,Yes
DUBUQUE,120000,14700,Yes
DUBUQUE,141500,5700,Yes
DUBUQUE,107700,7600,No
DUBUQUE,217000,9620,Yes
DUBUQUE,55000,5650,Yes
DUBUQUE,109500,5850,Yes
DUBUQUE,59920,5700,Yes
DUBUQUE,93625,8100,Yes
DUBUQUE,132000,7931,No
DUBUQUE,46000,2695,No
DUBUQUE,72122,7500,Yes
DUBUQUE,119000,5500,Yes
DUBUQUE,110000,7200,Yes
DUBUQUE,178500,9516,Yes
DUBUQUE,10000,8010,Yes
DUBUQUE,168726,5000,Yes
DUBUQUE,182000,14514,Yes
DUBUQUE,206900,11316,Yes
DUBUQUE,257900,16605,Yes
DUBUQUE,185000,5850,Yes
DUBUQUE,217000,5750,Yes
DUBUQUE,28000,9180,Yes
DUBUQUE,55000,12800,Yes
DUBUQUE,64500,4900,No
DUBUQUE,64500,4900,unknown
DUBUQUE,47500,6900,No
DUBUQUE,450000,45738,Yes
WORTHINGTON,75000,8052,Yes
FARLEY,180000,8052,Yes
unknown,150000,15163,unknown
unknown,150000,11178,unknown
unknown,150000,10200,unknown
unknown,150000,10148,unknown
unknown,150000,10738,unknown
unknown,150000,17155,unknown
unknown,150000,11700,unknown
unknown,150000,11700,unknown
unknown,150000,11765,unknown
unknown,150000,12536,unknown
unknown,150000,12412,unknown
unknown,150000,14915,unknown
unknown,150000,14835,unknown
FARLEY,150000,18750,unknown
unknown,150000,12331,unknown
unknown,150000,11210,unknown
unknown,150000,11210,unknown
FARLEY,150000,13166,unknown
unknown,150000,9396,unknown
unknown,150000,11830,unknown
unknown,150000,15728,unknown
unknown,150000,19760,unknown
unknown,150000,9210,unknown
unknown,150000,15990,unknown
unknown,150000,12600,unknown
unknown,150000,12653,unknown
unknown,150000,12863,unknown
unknown,150000,14145,unknown
PEOSTA,180000,10200,Yes
unknown,68000,62988,unknown
PEOSTA,230000,12180,Yes
PEOSTA,50000,10780,Yes
PEOSTA,112000,270943,Yes
PEOSTA,30000,43647,No
DUBUQUE,74500,23087,unknown
DUBUQUE,230000,9660,Yes
CASCADE,58000,8250,Yes
unknown,58000,6050,unknown
unknown,32000,13320,unknown
unknown,28000,15576,unknown
LUXEMBURG,86571,8760,No
LUXEMBURG,95000,6120,No
SHERRILL,103000,47916,Yes
unknown,103000,4356,unknown
SHERRILL,40000,8450,Yes
DURANGO,290000,56192,Yes
DURANGO,121000,16720,Yes
DURANGO,435000,450410,Yes
DUBUQUE,80000,23958,Yes
SHERRILL,255000,18295,Yes
DYERSVILLE,94000,5934,Yes
DYERSVILLE,153900,4945,Yes
DYERSVILLE,115500,3762,Yes
DYERSVILLE,149000,8052,Yes
DYERSVILLE,107000,8052,Yes
DYERSVILLE,170000,10920,Yes
DYERSVILLE,118370,8625,Yes
DYERSVILLE,149000,16450,Yes
DYERSVILLE,146250,8052,Yes
DYERSVILLE,38000,13728,Yes
DUBUQUE,185000,17860,Yes
PEOSTA,315000,43996,Yes
DUBUQUE,196000,14244,Yes
DUBUQUE,315000,46609,Yes
unknown,68000,10019,unknown
unknown,68000,5227,unknown
DUBUQUE,68000,6534,No
DUBUQUE,54900,60505,Yes
DUBUQUE,46500,145490,unknown
DUBUQUE,126172,23958,No
DUBUQUE,355000,43560,Yes
DUBUQUE,290000,19712,Yes
DUBUQUE,66000,5000,Yes
DUBUQUE,66000,5000,unknown
DUBUQUE,80000,5100,No
DUBUQUE,60900,5100,Yes
DUBUQUE,107000,4800,Yes
DUBUQUE,37500,1800,No
DUBUQUE,119000,6200,Yes
DUBUQUE,140000,2700,Yes
DUBUQUE,37000,1400,No
DUBUQUE,148500,5000,No
DUBUQUE,148500,5000,Yes
DUBUQUE,155000,19750,Yes
DUBUQUE,35000,2500,Yes
DUBUQUE,136000,15600,Yes
DUBUQUE,181500,19680,Yes
DUBUQUE,160000,7700,Yes
DUBUQUE,150000,8625,Yes
DUBUQUE,141000,11500,Yes
DUBUQUE,81926,7500,Yes
DUBUQUE,109000,7200,Yes
DUBUQUE,75000,7200,Yes
DUBUQUE,166000,28186,Yes
DUBUQUE,139000,21488,Yes
DUBUQUE,230000,9350,Yes
DUBUQUE,252000,0,Yes
DUBUQUE,273350,0,Yes
DUBUQUE,33000,11961,unknown
DUBUQUE,234000,12000,Yes
DUBUQUE,139000,1760,Yes
DUBUQUE,0,6361,Yes
DUBUQUE,45000,43560,unknown
DUBUQUE,350000,11180,Yes
ASBURY,52500,13520,Yes
ASBURY,236500,11250,Yes
DUBUQUE,221900,9880,Yes
ASBURY,43000,10656,Yes
ASBURY,44000,10815,Yes
unknown,359900,3800,unknown
ASBURY,359900,7900,Yes
DUBUQUE,130000,1096,Yes
DUBUQUE,180000,1779,Yes
DUBUQUE,155000,12350,Yes
DUBUQUE,374500,12309,Yes
DUBUQUE,145000,10200,Yes
DUBUQUE,159000,8580,Yes
DUBUQUE,138500,8568,Yes
DUBUQUE,144500,8190,Yes
DUBUQUE,165000,9882,Yes
DUBUQUE,165000,6955,Yes
DUBUQUE,191326,6601,Yes
DUBUQUE,245900,6240,Yes
DUBUQUE,269900,6193,Yes
DUBUQUE,245000,6252,Yes
DUBUQUE,175000,9600,Yes
DUBUQUE,166900,17090,Yes
DUBUQUE,148500,6250,Yes
DUBUQUE,178500,11375,Yes
DUBUQUE,350000,120400,unknown
DUBUQUE,163000,12120,No
DUBUQUE,220000,17072,Yes
DUBUQUE,0,7128,No
DUBUQUE,61500,5700,Yes
DUBUQUE,138000,8750,Yes
DUBUQUE,77500,5000,Yes
DUBUQUE,110000,5664,Yes
DUBUQUE,77900,5600,Yes
DUBUQUE,1.00E+05,9625,Yes
DUBUQUE,39500,2848,No
DUBUQUE,37000,5200,Yes
DUBUQUE,24000,2500,No
DUBUQUE,55000,2600,No
DUBUQUE,142000,3661,unknown
DUBUQUE,47000,2464,No
DUBUQUE,57000,4400,Yes
DUBUQUE,0,5670,No
DUBUQUE,0,3450,No
DUBUQUE,0,8840,Yes
DUBUQUE,0,2720,Yes
DUBUQUE,0,3910,No
DUBUQUE,63000,3024,Yes
DUBUQUE,152500,1548,Yes
DUBUQUE,152500,2752,Yes
DUBUQUE,180000,8580,Yes
DUBUQUE,121000,6360,Yes
DUBUQUE,151000,6860,Yes
DUBUQUE,0,5000,No
DUBUQUE,0,6000,No
DUBUQUE,69500,7500,Yes
DUBUQUE,110000,5000,Yes
DUBUQUE,160000,7500,No
DUBUQUE,160000,7500,No
DUBUQUE,179900,7260,Yes
DUBUQUE,60000,6050,Yes
DUBUQUE,245000,5500,Yes
DUBUQUE,0,5500,Yes
DUBUQUE,160000,10500,Yes
DUBUQUE,145000,0,Yes
DUBUQUE,174000,10137,Yes
DUBUQUE,167500,5000,Yes
DUBUQUE,166000,9075,Yes
DUBUQUE,340000,19836,Yes
DUBUQUE,252000,31799,unknown
DUBUQUE,225000,9717,Yes
DUBUQUE,88000,17520,Yes
DUBUQUE,269000,8550,Yes
DUBUQUE,147750,13200,No
DUBUQUE,119900,7950,Yes
DUBUQUE,238000,12566,Yes
DUBUQUE,385000,31220,Yes
DUBUQUE,0,12200,Yes
DUBUQUE,157500,8624,Yes
DUBUQUE,157100,7500,Yes
DUBUQUE,1.00E+05,13100,Yes
DUBUQUE,120000,3060,Yes
DUBUQUE,187000,6003,Yes
DUBUQUE,55000,9300,No
DUBUQUE,45000,6650,No
DUBUQUE,0,3450,Yes
DUBUQUE,55000,6987,No
DYERSVILLE,49500,43560,unknown
DYERSVILLE,49500,43560,Yes
WORTHINGTON,145000,9720,Yes
unknown,145000,4200,unknown
EPWORTH,134399,8400,No
PEOSTA,212600,14442,Yes
unknown,212600,5180,unknown
PEOSTA,72500,54668,unknown
PEOSTA,55000,26205,Yes
PEOSTA,237000,42253,Yes
PEOSTA,54900,12815,Yes
PEOSTA,230000,15000,Yes
DUBUQUE,252000,89734,Yes
DUBUQUE,98000,80630,unknown
DUBUQUE,320000,11000,Yes
DUBUQUE,290000,9200,Yes
DUBUQUE,245000,47045,Yes
DUBUQUE,41177,47480,unknown
DUBUQUE,393583,58370,Yes
DUBUQUE,32000,43560,Yes
DUBUQUE,330000,43560,Yes
CASCADE,30150,12000,No
CASCADE,25000,12000,Yes
BERNARD,35000,18100,Yes
